Id	Ref_Name	Language_Type	Part2B	Part2T	Part1	Scope			Comment
bqh	Baima	L				I			
bqi	Bakhtiari	L				I			
bqj	Bandial	L				I			
bqk	Banda-Mbrès	L				I			
bql	Bilakura	L				I			
bqm	Wumboko	L				I			
bqn	Bulgarian Sign Language	L				I			
bqo	Balo	L				I			
bqp	Busa	L				I			
bqq	Biritai	L				I			
bqr	Burusu	L				I			
bqs	Bosngun	L				I			
bqt	Bamukumbit	L				I			
bqu	Boguru	L				I			
bqv	Koro Wachi	L				I			
bqw	Buru (Nigeria)	L				I			
bqx	Baangi	L				I			
bqy	Bengkala Sign Language	L				I			
bqz	Bakaka	L				I			
bra	Braj	L	bra	bra		I			
brb	Brao	L				I			
brc	Berbice Creole Dutch	E				I			
brd	Baraamu	L				I			
bre	Breton	L	bre	bre	br	I			
brf	Bira	L				I			
brg	Baure	L				I			
brh	Brahui	L				I			
bri	Mokpwe	L				I			
brj	Bieria	L				I			
brk	Birked	E				I			
brl	Birwa	L				I			
brm	Barambu	L				I			
brn	Boruca	L				I			
bro	Brokkat	L				I			
brp	Barapasi	L				I			
brq	Breri	L				I			
brr	Birao	L				I			
brs	Baras	L				I			
brt	Bitare	L				I			
bru	Eastern Bru	L				I			
brv	Western Bru	L				I			
brw	Bellari	L				I			
brx	Bodo (India)	L				I			
bry	Burui	L				I			
brz	Bilbil	L				I			
bsa	Abinomn	L				I			
bsb	Brunei Bisaya	L				I			
bsc	Bassari	L				I			
bse	Wushi	L				I			
bsf	Bauchi	L				I			
bsg	Bashkardi	L				I			
bsh	Kati	L				I			
bsi	Bassossi	L				I			
bsj	Bangwinji	L				I			
bsk	Burushaski	L				I			
bsl	Basa-Gumna	E				I			
bsm	Busami	L				I			
bsn	Barasana-Eduria	L				I			
bso	Buso	L				I			
bsp	Baga Sitemu	L				I			
bsq	Bassa	L				I			
bsr	Bassa-Kontagora	L				I			
bss	Akoose	L				I			
bst	Basketo	L				I			
bsu	Bahonsuai	L				I			
bsv	Baga Sobané	E				I			
bsw	Baiso	L				I			
bsx	Yangkam	L				I			
bsy	Sabah Bisaya	L				I			
bta	Bata	L				I			
btc	Bati (Cameroon)	L				I			
btd	Batak Dairi	L				I			
bte	Gamo-Ningi	E				I			
btf	Birgit	L				I			
btg	Gagnoa Bété	L				I			
bth	Biatah Bidayuh	L				I			
bti	Burate	L				I			
btj	Bacanese Malay	L				I			
btm	Batak Mandailing	L				I			
btn	Ratagnon	L				I			
bto	Rinconada Bikol	L				I			
btp	Budibud	L				I			
btq	Batek	L				I			
btr	Baetora	L				I			
bts	Batak Simalungun	L				I			
btt	Bete-Bendi	L				I			
btu	Batu	L				I			
btv	Bateri	L				I			
btw	Butuanon	L				I			
btx	Batak Karo	L				I			
bty	Bobot	L				I			
btz	Batak Alas-Kluet	L				I			
bua	Buriat	L	bua	bua		M			
bub	Bua	L				I			
buc	Bushi	L				I			
bud	Ntcham	L				I			
bue	Beothuk	E				I			
buf	Bushoong	L				I			
bug	Buginese	L	bug	bug		I			
buh	Younuo Bunu	L				I			
bui	Bongili	L				I			
buj	Basa-Gurmana	L				I			
buk	Bugawac	L				I			
bul	Bulgarian	L	bul	bul	bg	I			
bum	Bulu (Cameroon)	L				I			
bun	Sherbro	L				I			
buo	Terei	L				I			
bup	Busoa	L				I			
buq	Brem	L				I			
bus	Bokobaru	L				I			
but	Bungain	L				I			
buu	Budu	L				I			
buv	Bun	L				I			
buw	Bubi	L				I			
bux	Boghom	L				I			
buy	Bullom So	L				I			
buz	Bukwen	L				I			
bva	Barein	L				I			
bvb	Bube	L				I			
bvc	Baelelea	L				I			
bvd	Baeggu	L				I			
bve	Berau Malay	L				I			
bvf	Boor	L				I			
bvg	Bonkeng	L				I			
bvh	Bure	L				I			
bvi	Belanda Viri	L				I			
bvj	Baan	L				I			
bvk	Bukat	L				I			
bvl	Bolivian Sign Language	L				I			
bvm	Bamunka	L				I			
bvn	Buna	L				I			
bvo	Bolgo	L				I			
bvp	Bumang	L				I			
bvq	Birri	L				I			
bvr	Burarra	L				I			
bvt	Bati (Indonesia)	L				I			
bvu	Bukit Malay	L				I			
bvv	Baniva	E				I			
bvw	Boga	L				I			
bvx	Dibole	L				I			
bvy	Baybayanon	L				I			
bvz	Bauzi	L				I			
bwa	Bwatoo	L				I			
bwb	Namosi-Naitasiri-Serua	L				I			
bwc	Bwile	L				I			
bwd	Bwaidoka	L				I			
bwe	Bwe Karen	L				I			
bwf	Boselewa	L				I			
bwg	Barwe	L				I			
bwh	Bishuo	L				I			
bwi	Baniwa	L				I			
bwj	Láá Láá Bwamu	L				I			
bwk	Bauwaki	L				I			
bwl	Bwela	L				I			
bwm	Biwat	L				I			
bwn	Wunai Bunu	L				I			
bwo	Boro (Ethiopia)	L				I			
bwp	Mandobo Bawah	L				I			
bwq	Southern Bobo Madaré	L				I			
bwr	Bura-Pabir	L				I			
bws	Bomboma	L				I			
bwt	Bafaw-Balong	L				I			
bwu	Buli (Ghana)	L				I			
bww	Bwa	L				I			
bwx	Bu-Nao Bunu	L				I			
bwy	Cwi Bwamu	L				I			
bwz	Bwisi	L				I			
bxa	Tairaha	L				I			
bxb	Belanda Bor	L				I			
bxc	Molengue	L				I			
bxd	Pela	L				I			
bxe	Birale	L				I			
bxf	Bilur	L				I			
bxg	Bangala	L				I			
bxh	Buhutu	L				I			
bxi	Pirlatapa	E				I			
bxj	Bayungu	L				I			
bxk	Bukusu	L				I			
bxl	Jalkunan	L				I			
bxm	Mongolia Buriat	L				I			
bxn	Burduna	L				I			
bxo	Barikanchi	L				I			
bxp	Bebil	L				I			
bxq	Beele	L				I			
bxr	Russia Buriat	L				I			
bxs	Busam	L				I			
bxu	China Buriat	L				I			
bxv	Berakou	L				I			
bxw	Bankagooma	L				I			
bxz	Binahari	L				I			
bya	Batak	L				I			
byb	Bikya	L				I			
byc	Ubaghara	L				I			
byd	Benyadu'	L				I			
bye	Pouye	L				I			
byf	Bete	L				I			
byg	Baygo	E				I			
byh	Bhujel	L				I			
byi	Buyu	L				I			
byj	Bina (Nigeria)	L				I			
byk	Biao	L				I			
byl	Bayono	L				I			
bym	Bidjara	L				I			
byn	Bilin	L	byn	byn		I			
byo	Biyo	L				I			
byp	Bumaji	L				I			
byq	Basay	E				I			
byr	Baruya	L				I			
bys	Burak	L				I			
byt	Berti	E				I			
byv	Medumba	L				I			
byw	Belhariya	L				I			
byx	Qaqet	L				I			
byz	Banaro	L				I			
bza	Bandi	L				I			
bzb	Andio	L				I			
bzc	Southern Betsimisaraka Malagasy	L				I			
bzd	Bribri	L				I			
bze	Jenaama Bozo	L				I			
bzf	Boikin	L				I			
bzg	Babuza	L				I			
bzh	Mapos Buang	L				I			
bzi	Bisu	L				I			
bzj	Belize Kriol English	L				I			
bzk	Nicaragua Creole English	L				I			
bzl	Boano (Sulawesi)	L				I			
bzm	Bolondo	L				I			
bzn	Boano (Maluku)	L				I			
bzo	Bozaba	L				I			
bzp	Kemberano	L				I			
bzq	Buli (Indonesia)	L				I			
bzr	Biri	E				I			
bzs	Brazilian Sign Language	L				I			
bzt	Brithenig	C				I			
bzu	Burmeso	L				I			
bzv	Naami	L				I			
bzw	Basa (Nigeria)	L				I			
bzx	Kɛlɛngaxo Bozo	L				I			
bzy	Obanliku	L				I			
bzz	Evant	L				I			
caa	Chortí	L				I			
cab	Garifuna	L				I			
cac	Chuj	L				I			
cad	Caddo	L	cad	cad		I			
cae	Lehar	L				I			
caf	Southern Carrier	L				I			
cag	Nivaclé	L				I			
cah	Cahuarano	L				I			
caj	Chané	E				I			
cak	Kaqchikel	L				I			
cal	Carolinian	L				I			
cam	Cemuhî	L				I			
can	Chambri	L				I			
cao	Chácobo	L				I			
cap	Chipaya	L				I			
caq	Car Nicobarese	L				I			
car	Galibi Carib	L	car	car		I			
cas	Tsimané	L				I			
cat	Catalan	L	cat	cat	ca	I			
cav	Cavineña	L				I			
caw	Callawalla	L				I			
cax	Chiquitano	L				I			
cay	Cayuga	L				I			
caz	Canichana	E				I			
cbb	Cabiyarí	L				I			
cbc	Carapana	L				I			
cbd	Carijona	L				I			
cbg	Chimila	L				I			
cbi	Chachi	L				I			
cbj	Ede Cabe	L				I			
cbk	Chavacano	L				I			
cbl	Bualkhaw Chin	L				I			
cbn	Nyahkur	L				I			
cbo	Izora	L				I			
cbq	Tsucuba	L				I			
cbr	Cashibo-Cacataibo	L				I			
cbs	Cashinahua	L				I			
cbt	Chayahuita	L				I			
cbu	Candoshi-Shapra	L				I			
cbv	Cacua	L				I			
cbw	Kinabalian	L				I			
cby	Carabayo	L				I			
ccc	Chamicuro	L				I			
ccd	Cafundo Creole	L				I			
cce	Chopi	L				I			
ccg	Samba Daka	L				I			
cch	Atsam	L				I			
ccj	Kasanga	L				I			
ccl	Cutchi-Swahili	L				I			
ccm	Malaccan Creole Malay	L				I			
cco	Comaltepec Chinantec	L				I			
ccp	Chakma	L				I			
ccr	Cacaopera	E				I			
cda	Choni	L				I			
cde	Chenchu	L				I			
cdf	Chiru	L				I			
cdh	Chambeali	L				I			
cdi	Chodri	L				I			
cdj	Churahi	L				I			
cdm	Chepang	L				I			
cdn	Chaudangsi	L				I			
cdo	Min Dong Chinese	L				I			
cdr	Cinda-Regi-Tiyal	L				I			
cds	Chadian Sign Language	L				I			
cdy	Chadong	L				I			
cdz	Koda	L				I			
cea	Lower Chehalis	E				I			
ceb	Cebuano	L	ceb	ceb		I			
ceg	Chamacoco	L				I			
cek	Eastern Khumi Chin	L				I			
cen	Cen	L				I			
ces	Czech	L	cze	ces	cs	I			
cet	Centúúm	L				I			
cey	Ekai Chin	L				I			
cfa	Dijim-Bwilim	L				I			
cfd	Cara	L				I			
cfg	Como Karim	L				I			
cfm	Falam Chin	L				I			
cga	Changriwa	L				I			
cgc	Kagayanen	L				I			
cgg	Chiga	L				I			
cgk	Chocangacakha	L				I			
cha	Chamorro	L	cha	cha	ch	I			
chb	Chibcha	E	chb	chb		I			
chc	Catawba	E				I			
chd	Highland Oaxaca Chontal	L				I			
che	Chechen	L	che	che	ce	I			
chf	Tabasco Chontal	L				I			
chg	Chagatai	E	chg	chg		I			
chh	Chinook	E				I			
chj	Ojitlán Chinantec	L				I			
chk	Chuukese	L	chk	chk		I			
chl	Cahuilla	L				I			
chm	Mari (Russia)	L	chm	chm		M			
chn	Chinook jargon	L	chn	chn		I			
cho	Choctaw	L	cho	cho		I			
chp	Chipewyan	L	chp	chp		I			
chq	Quiotepec Chinantec	L				I			
chr	Cherokee	L	chr	chr		I			
cht	Cholón	E				I			
chu	Church Slavic	A	chu	chu	cu	I			
chv	Chuvash	L	chv	chv	cv	I			
chw	Chuwabu	L				I			
chx	Chantyal	L				I			
chy	Cheyenne	L	chy	chy		I			
chz	Ozumacín Chinantec	L				I			
cia	Cia-Cia	L				I			
cib	Ci Gbe	L				I			
cic	Chickasaw	L				I			
cid	Chimariko	E				I			
cie	Cineni	L				I			
cih	Chinali	L				I			
cik	Chitkuli Kinnauri	L				I			
cim	Cimbrian	L				I			
cin	Cinta Larga	L				I			
cip	Chiapanec	L				I			
cir	Tiri	L				I			
ciw	Chippewa	L				I			
ciy	Chaima	L				I			
cja	Western Cham	L				I			
cje	Chru	L				I			
cjh	Upper Chehalis	E				I			
cji	Chamalal	L				I			
cjk	Chokwe	L				I			
cjm	Eastern Cham	L				I			
cjn	Chenapian	L				I			
cjo	Ashéninka Pajonal	L				I			
cjp	Cabécar	L				I			
cjs	Shor	L				I			
cjv	Chuave	L				I			
cjy	Jinyu Chinese	L				I			
ckb	Central Kurdish	L				I			
ckh	Chak	L				I			
ckl	Cibak	L				I			
ckm	Chakavian	L				I			
ckn	Kaang Chin	L				I			
cko	Anufo	L				I			
ckq	Kajakse	L				I			
ckr	Kairak	L				I			
cks	Tayo	L				I			
ckt	Chukot	L				I			
cku	Koasati	L				I			
ckv	Kavalan	L				I			
ckx	Caka	L				I			
cky	Cakfem-Mushere	L				I			
ckz	Cakchiquel-Quiché Mixed Language	L				I			
cla	Ron	L				I			
clc	Chilcotin	L				I			
cld	Chaldean Neo-Aramaic	L				I			
cle	Lealao Chinantec	L				I			
clh	Chilisso	L				I			
cli	Chakali	L				I			
clj	Laitu Chin	L				I			
clk	Idu-Mishmi	L				I			
cll	Chala	L				I			
clm	Clallam	L				I			
clo	Lowland Oaxaca Chontal	L				I			
clt	Lautu Chin	L				I			
clu	Caluyanun	L				I			
clw	Chulym	L				I			
cly	Eastern Highland Chatino	L				I			
cma	Maa	L				I			
cme	Cerma	L				I			
cmg	Classical Mongolian	H				I			
cmi	Emberá-Chamí	L				I			
cml	Campalagian	L				I			
cmm	Michigamea	E				I			
cmn	Mandarin Chinese	L				I			
cmo	Central Mnong	L				I			
cmr	Mro-Khimi Chin	L				I			
cms	Messapic	A				I			
cmt	Camtho	L				I			
cna	Changthang	L				I			
cnb	Chinbon Chin	L				I			
cnc	Côông	L				I			
cng	Northern Qiang	L				I			
cnh	Hakha Chin	L				I			
cni	Asháninka	L				I			
cnk	Khumi Chin	L				I			
cnl	Lalana Chinantec	L				I			
cno	Con	L				I			
cnp	Northern Ping Chinese	L				I			
cnq	Chung	L				I			
cnr	Montenegrin	L	cnr	cnr		I			
cns	Central Asmat	L				I			
cnt	Tepetotutla Chinantec	L				I			
cnu	Chenoua	L				I			
cnw	Ngawn Chin	L				I			
cnx	Middle Cornish	H				I			
coa	Cocos Islands Malay	L				I			
cob	Chicomuceltec	E				I			
coc	Cocopa	L				I			
cod	Cocama-Cocamilla	L				I			
coe	Koreguaje	L				I			
cof	Colorado	L				I			
cog	Chong	L				I			
coh	Chonyi-Dzihana-Kauma	L				I			
coj	Cochimi	E				I			
cok	Santa Teresa Cora	L				I			
col	Columbia-Wenatchi	L				I			
com	Comanche	L				I			
con	Cofán	L				I			
coo	Comox	L				I			
cop	Coptic	E	cop	cop		I			
coq	Coquille	E				I			
cor	Cornish	L	cor	cor	kw	I			
cos	Corsican	L	cos	cos	co	I			
cot	Caquinte	L				I			
cou	Wamey	L				I			
cov	Cao Miao	L				I			
cow	Cowlitz	E				I			
cox	Nanti	L				I			
coz	Chochotec	L				I			
cpa	Palantla Chinantec	L				I			
cpb	Ucayali-Yurúa Ashéninka	L				I			
cpc	Ajyíninka Apurucayali	L				I			
cpg	Cappadocian Greek	E				I			
cpi	Chinese Pidgin English	L				I			
cpn	Cherepon	L				I			
cpo	Kpeego	L				I			
cps	Capiznon	L				I			
cpu	Pichis Ashéninka	L				I			
cpx	Pu-Xian Chinese	L				I			
cpy	South Ucayali Ashéninka	L				I			
cqd	Chuanqiandian Cluster Miao	L				I			
cra	Chara	L				I			
crb	Island Carib	E				I			
crc	Lonwolwol	L				I			
crd	Coeur d'Alene	L				I			
cre	Cree	L	cre	cre	cr	M			
crf	Caramanta	E				I			
crg	Michif	L				I			
crh	Crimean Tatar	L	crh	crh		I			
cri	Sãotomense	L				I			
crj	Southern East Cree	L				I			
crk	Plains Cree	L				I			
crl	Northern East Cree	L				I			
crm	Moose Cree	L				I			
crn	El Nayar Cora	L				I			
cro	Crow	L				I			
crq	Iyo'wujwa Chorote	L				I			
crr	Carolina Algonquian	E				I			
crs	Seselwa Creole French	L				I			
crt	Iyojwa'ja Chorote	L				I			
crv	Chaura	L				I			
crw	Chrau	L				I			
crx	Carrier	L				I			
cry	Cori	L				I			
crz	Cruzeño	E				I			
csa	Chiltepec Chinantec	L				I			
csb	Kashubian	L	csb	csb		I			
csc	Catalan Sign Language	L				I			
csd	Chiangmai Sign Language	L				I			
cse	Czech Sign Language	L				I			
csf	Cuba Sign Language	L				I			
csg	Chilean Sign Language	L				I			
csh	Asho Chin	L				I			
csi	Coast Miwok	E				I			
csj	Songlai Chin	L				I			
csk	Jola-Kasa	L				I			
csl	Chinese Sign Language	L				I			
csm	Central Sierra Miwok	L				I			
csn	Colombian Sign Language	L				I			
cso	Sochiapam Chinantec	L				I			
csp	Southern Ping Chinese	L				I			
csq	Croatia Sign Language	L				I			
csr	Costa Rican Sign Language	L				I			
css	Southern Ohlone	E				I			
cst	Northern Ohlone	L				I			
csv	Sumtu Chin	L				I			
csw	Swampy Cree	L				I			
csx	Cambodian Sign Language	L				I			
csy	Siyin Chin	L				I			
csz	Coos	L				I			
cta	Tataltepec Chatino	L				I			
ctc	Chetco	E				I			
ctd	Tedim Chin	L				I			
cte	Tepinapa Chinantec	L				I			
ctg	Chittagonian	L				I			
cth	Thaiphum Chin	L				I			
ctl	Tlacoatzintepec Chinantec	L				I			
ctm	Chitimacha	E				I			
ctn	Chhintange	L				I			
cto	Emberá-Catío	L				I			
ctp	Western Highland Chatino	L				I			
cts	Northern Catanduanes Bikol	L				I			
ctt	Wayanad Chetti	L				I			
ctu	Chol	L				I			
cty	Moundadan Chetty	L				I			
ctz	Zacatepec Chatino	L				I			
cua	Cua	L				I			
cub	Cubeo	L				I			
cuc	Usila Chinantec	L				I			
cuh	Chuka	L				I			
cui	Cuiba	L				I			
cuj	Mashco Piro	L				I			
cuk	San Blas Kuna	L				I			
cul	Culina	L				I			
cuo	Cumanagoto	E				I			
cup	Cupeño	E				I			
cuq	Cun	L				I			
cur	Chhulung	L				I			
cut	Teutila Cuicatec	L				I			
cuu	Tai Ya	L				I			
cuv	Cuvok	L				I			
cuw	Chukwa	L				I			
cux	Tepeuxila Cuicatec	L				I			
cuy	Cuitlatec	L				I			
cvg	Chug	L				I			
cvn	Valle Nacional Chinantec	L				I			
cwa	Kabwa	L				I			
cwb	Maindo	L				I			
cwd	Woods Cree	L				I			
cwe	Kwere	L				I			
cwg	Chewong	L				I			
cwt	Kuwaataay	L				I			
cya	Nopala Chatino	L				I			
cyb	Cayubaba	E				I			
cym	Welsh	L	wel	cym	cy	I			
cyo	Cuyonon	L				I			
czh	Huizhou Chinese	L				I			
czk	Knaanic	E				I			
czn	Zenzontepec Chatino	L				I			
czo	Min Zhong Chinese	L				I			
czt	Zotung Chin	L				I			
daa	Dangaléat	L				I			
dac	Dambi	L				I			
dad	Marik	L				I			
dae	Duupa	L				I			
dag	Dagbani	L				I			
dah	Gwahatike	L				I			
dai	Day	L				I			
daj	Dar Fur Daju	L				I			
dak	Dakota	L	dak	dak		I			
dal	Dahalo	L				I			
dam	Damakawa	L				I			
dan	Danish	L	dan	dan	da	I			
dao	Daai Chin	L				I			
daq	Dandami Maria	L				I			
dar	Dargwa	L	dar	dar		I			
das	Daho-Doo	L				I			
dau	Dar Sila Daju	L				I			
dav	Taita	L				I			
daw	Davawenyo	L				I			
dax	Dayi	L				I			
daz	Dao	L				I			
dba	Bangime	L				I			
dbb	Deno	L				I			
dbd	Dadiya	L				I			
dbe	Dabe	L				I			
dbf	Edopi	L				I			
dbg	Dogul Dom Dogon	L				I			
dbi	Doka	L				I			
dbj	Ida'an	L				I			
dbl	Dyirbal	L				I			
dbm	Duguri	L				I			
dbn	Duriankere	L				I			
dbo	Dulbu	L				I			
dbp	Duwai	L				I			
dbq	Daba	L				I			
dbr	Dabarre	L				I			
dbt	Ben Tey Dogon	L				I			
dbu	Bondum Dom Dogon	L				I			
dbv	Dungu	L				I			
dbw	Bankan Tey Dogon	L				I			
dby	Dibiyaso	L				I			
dcc	Deccan	L				I			
dcr	Negerhollands	E				I			
dda	Dadi Dadi	E				I			
ddd	Dongotono	L				I			
dde	Doondo	L				I			
ddg	Fataluku	L				I			
ddi	West Goodenough	L				I			
ddj	Jaru	L				I			
ddn	Dendi (Benin)	L				I			
ddo	Dido	L				I			
ddr	Dhudhuroa	E				I			
dds	Donno So Dogon	L				I			
ddw	Dawera-Daweloor	L				I			
dec	Dagik	L				I			
ded	Dedua	L				I			
dee	Dewoin	L				I			
def	Dezfuli	L				I			
deg	Degema	L				I			
deh	Dehwari	L				I			
dei	Demisa	L				I			
dek	Dek	L				I			
del	Delaware	L	del	del		M			
dem	Dem	L				I			
den	Slave (Athapascan)	L	den	den		M			
dep	Pidgin Delaware	E				I			
deq	Dendi (Central African Republic)	L				I			
der	Deori	L				I			
des	Desano	L				I			
deu	German	L	ger	deu	de	I			
dev	Domung	L				I			
dez	Dengese	L				I			
dga	Southern Dagaare	L				I			
dgb	Bunoge Dogon	L				I			
dgc	Casiguran Dumagat Agta	L				I			
dgd	Dagaari Dioula	L				I			
dge	Degenan	L				I			
dgg	Doga	L				I			
dgh	Dghwede	L				I			
dgi	Northern Dagara	L				I			
dgk	Dagba	L				I			
dgl	Andaandi	L				I			
dgn	Dagoman	E				I			
dgo	Dogri (individual language)	L				I			
dgr	Dogrib	L	dgr	dgr		I			
dgs	Dogoso	L				I			
dgt	Ndra'ngith	E				I			
dgw	Daungwurrung	E				I			
dgx	Doghoro	L				I			
dgz	Daga	L				I			
dhd	Dhundari	L				I			
dhg	Dhangu-Djangu	L				I			
dhi	Dhimal	L				I			
dhl	Dhalandji	L				I			
dhm	Zemba	L				I			
dhn	Dhanki	L				I			
dho	Dhodia	L				I			
dhr	Dhargari	L				I			
dhs	Dhaiso	L				I			
dhu	Dhurga	E				I			
dhv	Dehu	L				I			
dhw	Dhanwar (Nepal)	L				I			
dhx	Dhungaloo	L				I			
dia	Dia	L				I			
dib	South Central Dinka	L				I			
dic	Lakota Dida	L				I			
did	Didinga	L				I			
dif	Dieri	E				I			
dig	Digo	L				I			
dih	Kumiai	L				I			
dii	Dimbong	L				I			
dij	Dai	L				I			
dik	Southwestern Dinka	L				I			
dil	Dilling	L				I			
dim	Dime	L				I			
din	Dinka	L	din	din		M			
dio	Dibo	L				I			
dip	Northeastern Dinka	L				I			
diq	Dimli (individual language)	L				I			
dir	Dirim	L				I			
dis	Dimasa	L				I			
diu	Diriku	L				I			
div	Dhivehi	L	div	div	dv	I			
diw	Northwestern Dinka	L				I			
dix	Dixon Reef	L				I			
diy	Diuwe	L				I			
diz	Ding	L				I			
dja	Djadjawurrung	E				I			
djb	Djinba	L				I			
djc	Dar Daju Daju	L				I			
djd	Djamindjung	L				I			
dje	Zarma	L				I			
djf	Djangun	E				I			
dji	Djinang	L				I			
djj	Djeebbana	L				I			
djk	Eastern Maroon Creole	L				I			
djm	Jamsay Dogon	L				I			
djn	Jawoyn	L				I			
djo	Jangkang	L				I			
djr	Djambarrpuyngu	L				I			
dju	Kapriman	L				I			
djw	Djawi	E				I			
dka	Dakpakha	L				I			
dkg	Kadung	L				I			
dkk	Dakka	L				I			
dkr	Kuijau	L				I			
dks	Southeastern Dinka	L				I			
dkx	Mazagway	L				I			
dlg	Dolgan	L				I			
dlk	Dahalik	L				I			
dlm	Dalmatian	E				I			
dln	Darlong	L				I			
dma	Duma	L				I			
dmb	Mombo Dogon	L				I			
dmc	Gavak	L				I			
dmd	Madhi Madhi	E				I			
dme	Dugwor	L				I			
dmf	Medefaidrin	E				I			
dmg	Upper Kinabatangan	L				I			
dmk	Domaaki	L				I			
dml	Dameli	L				I			
dmm	Dama	L				I			
dmo	Kemedzung	L				I			
dmr	East Damar	L				I			
dms	Dampelas	L				I			
dmu	Dubu	L				I			
dmv	Dumpas	L				I			
dmw	Mudburra	L				I			
dmx	Dema	L				I			
dmy	Demta	L				I			
dna	Upper Grand Valley Dani	L				I			
dnd	Daonda	L				I			
dne	Ndendeule	L				I			
dng	Dungan	L				I			
dni	Lower Grand Valley Dani	L				I			
dnj	Dan	L				I			
dnk	Dengka	L				I			
dnn	Dzùùngoo	L				I			
dno	Ndrulo	L				I			
dnr	Danaru	L				I			
dnt	Mid Grand Valley Dani	L				I			
dnu	Danau	L				I			
dnv	Danu	L				I			
dnw	Western Dani	L				I			
dny	Dení	L				I			
doa	Dom	L				I			
dob	Dobu	L				I			
doc	Northern Dong	L				I			
doe	Doe	L				I			
dof	Domu	L				I			
doh	Dong	L				I			
doi	Dogri (macrolanguage)	L	doi	doi		M			
dok	Dondo	L				I			
dol	Doso	L				I			
don	Toura (Papua New Guinea)	L				I			
doo	Dongo	L				I			
dop	Lukpa	L				I			
doq	Dominican Sign Language	L				I			
dor	Dori'o	L				I			
dos	Dogosé	L				I			
dot	Dass	L				I			
dov	Dombe	L				I			
dow	Doyayo	L				I			
dox	Bussa	L				I			
doy	Dompo	L				I			
doz	Dorze	L				I			
dpp	Papar	L				I			
drb	Dair	L				I			
drc	Minderico	L				I			
drd	Darmiya	L				I			
dre	Dolpo	L				I			
drg	Rungus	L				I			
dri	C'Lela	L				I			
drl	Paakantyi	L				I			
drn	West Damar	L				I			
dro	Daro-Matu Melanau	L				I			
drq	Dura	E				I			
drs	Gedeo	L				I			
drt	Drents	L				I			
dru	Rukai	L				I			
dry	Darai	L				I			
dsb	Lower Sorbian	L	dsb	dsb		I			
dse	Dutch Sign Language	L				I			
dsh	Daasanach	L				I			
dsi	Disa	L				I			
dsl	Danish Sign Language	L				I			
dsn	Dusner	E				I			
dso	Desiya	L				I			
dsq	Tadaksahak	L				I			
dsz	Mardin Sign Language	L				I			
dta	Daur	L				I			
dtb	Labuk-Kinabatangan Kadazan	L				I			
dtd	Ditidaht	L				I			
dth	Adithinngithigh	E				I			
dti	Ana Tinga Dogon	L				I			
dtk	Tene Kan Dogon	L				I			
dtm	Tomo Kan Dogon	L				I			
dtn	Daatsʼíin	L				I			
dto	Tommo So Dogon	L				I			
dtp	Kadazan Dusun	L				I			
dtr	Lotud	L				I			
dts	Toro So Dogon	L				I			
dtt	Toro Tegu Dogon	L				I			
dtu	Tebul Ure Dogon	L				I			
dty	Dotyali	L				I			
dua	Duala	L	dua	dua		I			
dub	Dubli	L				I			
duc	Duna	L				I			
due	Umiray Dumaget Agta	L				I			
duf	Dumbea	L				I			
dug	Duruma	L				I			
duh	Dungra Bhil	L				I			
dui	Dumun	L				I			
duk	Uyajitaya	L				I			
dul	Alabat Island Agta	L				I			
dum	Middle Dutch (ca. 1050-1350)	H	dum	dum		I			
dun	Dusun Deyah	L				I			
duo	Dupaninan Agta	L				I			
dup	Duano	L				I			
duq	Dusun Malang	L				I			
dur	Dii	L				I			
dus	Dumi	L				I			
duu	Drung	L				I			
duv	Duvle	L				I			
duw	Dusun Witu	L				I			
dux	Duungooma	L				I			
duy	Dicamay Agta	E				I			
duz	Duli-Gey	E				I			
dva	Duau	L				I			
dwa	Diri	L				I			
dwk	Dawik Kui	L				I			
dwr	Dawro	L				I			
dws	Dutton World Speedwords	C				I			
dwu	Dhuwal	L				I			
dww	Dawawa	L				I			
dwy	Dhuwaya	L				I			
dwz	Dewas Rai	L				I			
dya	Dyan	L				I			
dyb	Dyaberdyaber	E				I			
dyd	Dyugun	E				I			
dyg	Villa Viciosa Agta	E				I			
dyi	Djimini Senoufo	L				I			
dym	Yanda Dom Dogon	L				I			
dyn	Dyangadi	L				I			
dyo	Jola-Fonyi	L				I			
dyu	Dyula	L	dyu	dyu		I			
dyy	Djabugay	L				I			
dza	Tunzu	L				I			
dze	Djiwarli	E				I			
dzg	Dazaga	L				I			
dzl	Dzalakha	L				I			
dzn	Dzando	L				I			
dzo	Dzongkha	L	dzo	dzo	dz	I			
eaa	Karenggapa	E				I			
ebc	Beginci	L				I			
ebg	Ebughu	L				I			
ebk	Eastern Bontok	L				I			
